X_i, allowed Y_i
-2360, "[-30408; 32767]"
-2359, "[-30409; 32767]"
-2358, "[-30410; 32767]"
-2357, "[-30411; 32767]"
-2356, "[-30412; 32767]"
-2355, "[-30413; 32767]"
-2354, "[-30414; 32767]"
-2353, "[-30415; 32767]"
-2352, "[-30416; 32767]"
-2351, "[-30417; 32767]"
-2350, "[-30418; 32767]"
-2349, "[-30419; 32767]"
-2348, "[-30420; 32767]"
-2347, "[-30421; 32767]"
-2346, "[-30422; 32767]"
-2345, "[-30423; 32767]"
-2344, "[-30424; 32767]"
-2343, "[-30425; 32767]"
-2342, "[-30426; 32767]"
-2341, "[-30427; 32767]"
-2340, "[-30428; 32767]"
-2339, "[-30429; 32767]"
-2338, "[-30430; 32767]"
-2337, "[-30431; 32767]"
-2336, "[-30432; 32767]"
-2335, "[-30433; 32767]"
-2334, "[-30434; 32767]"
-2333, "[-30435; 32767]"
-2332, "[-30436; 32767]"
-2331, "[-30437; 32767]"
-2330, "[-30438; 32767]"
-2329, "[-30439; 32767]"
-2328, "[-30440; 32767]"
-2327, "[-30441; 32767]"
-2326, "[-30442; 32767]"
-2325, "[-30443; 32767]"
-2324, "[-30444; 32767]"
-2323, "[-30445; 32767]"
-2322, "[-30446; 32767]"
-2321, "[-30447; 32767]"
-2320, "[-30448; 32767]"
-2319, "[-30449; 32767]"
-2318, "[-30450; 32767]"
-2317, "[-30451; 32767]"
-2316, "[-30452; 32767]"
-2315, "[-30453; 32767]"
-2314, "[-30454; 32767]"
-2313, "[-30455; 32767]"
-2312, "[-30456; 32767]"
-2311, "[-30457; 32767]"
-2310, "[-30458; 32767]"
-2309, "[-30459; 32767]"
-2308, "[-30460; 32767]"
-2307, "[-30461; 32767]"
-2306, "[-30462; 32767]"
-2305, "[-30463; 32767]"
-2304, "[-30464; 32767]"
-2303, "[-30465; 32767]"
-2302, "[-30466; 32767]"
-2301, "[-30467; 32767]"
-2300, "[-30468; 32767]"
-2299, "[-30469; 32767]"
-2298, "[-30470; 32767]"
-2297, "[-30471; 32767]"
-2296, "[-30472; 32767]"
-2295, "[-30473; 32767]"
-2294, "[-30474; 32767]"
-2293, "[-30475; 32767]"
-2292, "[-30476; 32767]"
-2291, "[-30477; 32767]"
-2290, "[-30478; 32767]"
-2289, "[-30479; 32767]"
-2288, "[-30480; 32767]"
-2287, "[-30481; 32767]"
-2286, "[-30482; 32767]"
-2285, "[-30483; 32767]"
-2284, "[-30484; 32767]"
-2283, "[-30485; 32767]"
-2282, "[-30486; 32767]"
-2281, "[-30487; 32767]"
-2280, "[-30488; 32767]"
-2279, "[-30489; 32767]"
-2278, "[-30490; 32767]"
-2277, "[-30491; 32767]"
-2276, "[-30492; 32767]"
-2275, "[-30493; 32767]"
-2274, "[-30494; 32767]"
-2273, "[-30495; 32767]"
-2272, "[-30496; 32767]"
-2271, "[-30497; 32767]"
-2270, "[-30498; 32767]"
-2269, "[-30499; 32767]"
-2268, "[-30500; 32767]"
-2267, "[-30501; 32767]"
-2266, "[-30502; 32767]"
-2265, "[-30503; 32767]"
-2264, "[-30504; 32767]"
-2263, "[-30505; 32767]"
-2262, "[-30506; 32767]"
-2261, "[-30507; 32767]"
-2260, "[-30508; 32767]"
-2259, "[-30509; 32767]"
-2258, "[-30510; 32767]"
-2257, "[-30511; 32767]"
-2256, "[-30512; 32767]"
-2255, "[-30513; 32767]"
-2254, "[-30514; 32767]"
-2253, "[-30515; 32767]"
-2252, "[-30516; 32767]"
-2251, "[-30517; 32767]"
-2250, "[-30518; 32767]"
-2249, "[-30519; 32767]"
-2248, "[-30520; 32767]"
-2247, "[-30521; 32767]"
-2246, "[-30522; 32767]"
-2245, "[-30523; 32767]"
-2244, "[-30524; 32767]"
-2243, "[-30525; 32767]"
-2242, "[-30526; 32767]"
-2241, "[-30527; 32767]"
-2240, "[-30528; 32767]"
-2239, "[-30529; 32767]"
-2238, "[-30530; 32767]"
-2237, "[-30531; 32767]"
-2236, "[-30532; 32767]"
-2235, "[-30533; 32767]"
-2234, "[-30534; 32767]"
-2233, "[-30535; 32767]"
-2232, "[-30536; 32767]"
-2231, "[-30537; 32767]"
-2230, "[-30538; 32767]"
-2229, "[-30539; 32767]"
-2228, "[-30540; 32767]"
-2227, "[-30541; 32767]"
-2226, "[-30542; 32767]"
-2225, "[-30543; 32767]"
-2224, "[-30544; 32767]"
-2223, "[-30545; 32767]"
-2222, "[-30546; 32767]"
-2221, "[-30547; 32767]"
-2220, "[-30548; 32767]"
-2219, "[-30549; 32767]"
-2218, "[-30550; 32767]"
-2217, "[-30551; 32767]"
-2216, "[-30552; 32767]"
-2215, "[-30553; 32767]"
-2214, "[-30554; 32767]"
-2213, "[-30555; 32767]"
-2212, "[-30556; 32767]"
-2211, "[-30557; 32767]"
-2210, "[-30558; 32767]"
-2209, "[-30559; 32767]"
-2208, "[-30560; 32767]"
-2207, "[-30561; 32767]"
-2206, "[-30562; 32767]"
-2205, "[-30563; 32767]"
-2204, "[-30564; 32767]"
-2203, "[-30565; 32767]"
-2202, "[-30566; 32767]"
-2201, "[-30567; 32767]"
-2200, "[-30568; 32767]"
-2199, "[-30569; 32767]"
-2198, "[-30570; 32767]"
-2197, "[-30571; 32767]"
-2196, "[-30572; 32767]"
-2195, "[-30573; 32767]"
-2194, "[-30574; 32767]"
-2193, "[-30575; 32767]"
-2192, "[-30576; 32767]"
-2191, "[-30577; 32767]"
-2190, "[-30578; 32767]"
-2189, "[-30579; 32767]"
-2188, "[-30580; 32767]"
-2187, "[-30581; 32767]"
-2186, "[-30582; 32767]"
-2185, "[-30583; 32767]"
-2184, "[-30584; 32767]"
-2183, "[-30585; 32767]"
-2182, "[-30586; 32767]"
-2181, "[-30587; 32767]"
-2180, "[-30588; 32767]"
-2179, "[-30589; 32767]"
-2178, "[-30590; 32767]"
-2177, "[-30591; 32767]"
-2176, "[-30592; 32767]"
-2175, "[-30593; 32767]"
-2174, "[-30594; 32767]"
-2173, "[-30595; 32767]"
-2172, "[-30596; 32767]"
-2171, "[-30597; 32767]"
-2170, "[-30598; 32767]"
-2169, "[-30599; 32767]"
-2168, "[-30600; 32767]"
-2167, "[-30601; 32767]"
-2166, "[-30602; 32767]"
-2165, "[-30603; 32767]"
-2164, "[-30604; 32767]"
-2163, "[-30605; 32767]"
-2162, "[-30606; 32767]"
-2161, "[-30607; 32767]"
-2160, "[-30608; 32767]"
-2159, "[-30609; 32767]"
-2158, "[-30610; 32767]"
-2157, "[-30611; 32767]"
-2156, "[-30612; 32767]"
-2155, "[-30613; 32767]"
-2154, "[-30614; 32767]"
-2153, "[-30615; 32767]"
-2152, "[-30616; 32767]"
-2151, "[-30617; 32767]"
-2150, "[-30618; 32767]"
-2149, "[-30619; 32767]"
-2148, "[-30620; 32767]"
-2147, "[-30621; 32767]"
-2146, "[-30622; 32767]"
-2145, "[-30623; 32767]"
-2144, "[-30624; 32767]"
-2143, "[-30625; 32767]"
-2142, "[-30626; 32767]"
-2141, "[-30627; 32767]"
-2140, "[-30628; 32767]"
-2139, "[-30629; 32767]"
-2138, "[-30630; 32767]"
-2137, "[-30631; 32767]"
-2136, "[-30632; 32767]"
-2135, "[-30633; 32767]"
-2134, "[-30634; 32767]"
-2133, "[-30635; 32767]"
-2132, "[-30636; 32767]"
-2131, "[-30637; 32767]"
-2130, "[-30638; 32767]"
-2129, "[-30639; 32767]"
-2128, "[-30640; 32767]"
-2127, "[-30641; 32767]"
-2126, "[-30642; 32767]"
-2125, "[-30643; 32767]"
-2124, "[-30644; 32767]"
-2123, "[-30645; 32767]"
-2122, "[-30646; 32767]"
-2121, "[-30647; 32767]"
-2120, "[-30648; 32767]"
-2119, "[-30649; 32767]"
-2118, "[-30650; 32767]"
-2117, "[-30651; 32767]"
-2116, "[-30652; 32767]"
-2115, "[-30653; 32767]"
-2114, "[-30654; 32767]"
-2113, "[-30655; 32767]"
-2112, "[-30656; 32767]"
-2111, "[-30657; 32767]"
-2110, "[-30658; 32767]"
-2109, "[-30659; 32767]"
-2108, "[-30660; 32767]"
-2107, "[-30661; 32767]"
-2106, "[-30662; 32767]"
-2105, "[-30663; 32767]"
-2104, "[-30664; 32767]"
-2103, "[-30665; 32767]"
-2102, "[-30666; 32767]"
-2101, "[-30667; 32767]"
-2100, "[-30668; 32767]"
-2099, "[-30669; 32767]"
-2098, "[-30670; 32767]"
-2097, "[-30671; 32767]"
-2096, "[-30672; 32767]"
-2095, "[-30673; 32767]"
-2094, "[-30674; 32767]"
-2093, "[-30675; 32767]"
-2092, "[-30676; 32767]"
-2091, "[-30677; 32767]"
-2090, "[-30678; 32767]"
-2089, "[-30679; 32767]"
-2088, "[-30680; 32767]"
-2087, "[-30681; 32767]"
-2086, "[-30682; 32767]"
-2085, "[-30683; 32767]"
-2084, "[-30684; 32767]"
-2083, "[-30685; 32767]"
-2082, "[-30686; 32767]"
-2081, "[-30687; 32767]"
-2080, "[-30688; 32767]"
-2079, "[-30689; 32767]"
-2078, "[-30690; 32767]"
-2077, "[-30691; 32767]"
-2076, "[-30692; 32767]"
-2075, "[-30693; 32767]"
-2074, "[-30694; 32767]"
-2073, "[-30695; 32767]"
-2072, "[-30696; 32767]"
-2071, "[-30697; 32767]"
-2070, "[-30698; 32767]"
-2069, "[-30699; 32767]"
-2068, "[-30700; 32767]"
-2067, "[-30701; 32767]"
-2066, "[-30702; 32767]"
-2065, "[-30703; 32767]"
-2064, "[-30704; 32767]"
-2063, "[-30705; 32767]"
-2062, "[-30706; 32767]"
-2061, "[-30707; 32767]"
-2060, "[-30708; 32767]"
-2059, "[-30709; 32767]"
-2058, "[-30710; 32767]"
-2057, "[-30711; 32767]"
-2056, "[-30712; 32767]"
-2055, "[-30713; 32767]"
-2054, "[-30714; 32767]"
-2053, "[-30715; 32767]"
-2052, "[-30716; 32767]"
-2051, "[-30717; 32767]"
-2050, "[-30718; 32767]"
-2049, "[-30719; 32767]"
-2048, "[-30720; 32767]"
-2047, "[-30721; 32767]"
-2046, "[-30722; 32767]"
-2045, "[-30723; 32767]"
-2044, "[-30724; 32767]"
-2043, "[-30725; 32767]"
-2042, "[-30726; 32767]"
-2041, "[-30727; 32767]"
-2040, "[-30728; 32767]"
-2039, "[-30729; 32767]"
-2038, "[-30730; 32767]"
-2037, "[-30731; 32767]"
-2036, "[-30732; 32767]"
-2035, "[-30733; 32767]"
-2034, "[-30734; 32767]"
-2033, "[-30735; 32767]"
-2032, "[-30736; 32767]"
-2031, "[-30737; 32767]"
-2030, "[-30738; 32767]"
-2029, "[-30739; 32767]"
-2028, "[-30740; 32767]"
-2027, "[-30741; 32767]"
-2026, "[-30742; 32767]"
-2025, "[-30743; 32767]"
-2024, "[-30744; 32767]"
-2023, "[-30745; 32767]"
-2022, "[-30746; 32767]"
-2021, "[-30747; 32767]"
-2020, "[-30748; 32767]"
-2019, "[-30749; 32767]"
-2018, "[-30750; 32767]"
-2017, "[-30751; 32767]"
-2016, "[-30752; 32767]"
-2015, "[-30753; 32767]"
-2014, "[-30754; 32767]"
-2013, "[-30755; 32767]"
-2012, "[-30756; 32767]"
-2011, "[-30757; 32767]"
-2010, "[-30758; 32767]"
-2009, "[-30759; 32767]"
-2008, "[-30760; 32767]"
-2007, "[-30761; 32767]"
-2006, "[-30762; 32767]"
-2005, "[-30763; 32767]"
-2004, "[-30764; 32767]"
-2003, "[-30765; 32767]"
-2002, "[-30766; 32767]"
-2001, "[-30767; 32767]"
-2000, "[-30768; 32767]"
-1999, "[-30769; 32767]"
-1998, "[-30770; 32767]"
-1997, "[-30771; 32767]"
-1996, "[-30772; 32767]"
-1995, "[-30773; 32767]"
-1994, "[-30774; 32767]"
-1993, "[-30775; 32767]"
-1992, "[-30776; 32767]"
-1991, "[-30777; 32767]"
-1990, "[-30778; 32767]"
-1989, "[-30779; 32767]"
-1988, "[-30780; 32767]"
-1987, "[-30781; 32767]"
-1986, "[-30782; 32767]"
-1985, "[-30783; 32767]"
-1984, "[-30784; 32767]"
-1983, "[-30785; 32767]"
-1982, "[-30786; 32767]"
-1981, "[-30787; 32767]"
-1980, "[-30788; 32767]"
-1979, "[-30789; 32767]"
-1978, "[-30790; 32767]"
-1977, "[-30791; 32767]"
-1976, "[-30792; 32767]"
-1975, "[-30793; 32767]"
-1974, "[-30794; 32767]"
-1973, "[-30795; 32767]"
-1972, "[-30796; 32767]"
-1971, "[-30797; 32767]"
-1970, "[-30798; 32767]"
-1969, "[-30799; 32767]"
-1968, "[-30800; 32767]"
-1967, "[-30801; 32767]"
-1966, "[-30802; 32767]"
-1965, "[-30803; 32767]"
-1964, "[-30804; 32767]"
-1963, "[-30805; 32767]"
-1962, "[-30806; 32767]"
-1961, "[-30807; 32767]"
-1960, "[-30808; 32767]"
-1959, "[-30809; 32767]"
-1958, "[-30810; 32767]"
-1957, "[-30811; 32767]"
-1956, "[-30812; 32767]"
-1955, "[-30813; 32767]"
-1954, "[-30814; 32767]"
-1953, "[-30815; 32767]"
-1952, "[-30816; 32767]"
-1951, "[-30817; 32767]"
-1950, "[-30818; 32767]"
-1949, "[-30819; 32767]"
-1948, "[-30820; 32767]"
-1947, "[-30821; 32767]"
-1946, "[-30822; 32767]"
-1945, "[-30823; 32767]"
-1944, "[-30824; 32767]"
-1943, "[-30825; 32767]"
-1942, "[-30826; 32767]"
-1941, "[-30827; 32767]"
-1940, "[-30828; 32767]"
-1939, "[-30829; 32767]"
-1938, "[-30830; 32767]"
-1937, "[-30831; 32767]"
-1936, "[-30832; 32767]"
-1935, "[-30833; 32767]"
-1934, "[-30834; 32767]"
-1933, "[-30835; 32767]"
-1932, "[-30836; 32767]"
-1931, "[-30837; 32767]"
-1930, "[-30838; 32767]"
-1929, "[-30839; 32767]"
-1928, "[-30840; 32767]"
-1927, "[-30841; 32767]"
-1926, "[-30842; 32767]"
-1925, "[-30843; 32767]"
-1924, "[-30844; 32767]"
-1923, "[-30845; 32767]"
-1922, "[-30846; 32767]"
-1921, "[-30847; 32767]"
-1920, "[-30848; 32767]"
-1919, "[-30849; 32767]"
-1918, "[-30850; 32767]"
-1917, "[-30851; 32767]"
-1916, "[-30852; 32767]"
-1915, "[-30853; 32767]"
-1914, "[-30854; 32767]"
-1913, "[-30855; 32767]"
-1912, "[-30856; 32767]"
-1911, "[-30857; 32767]"
-1910, "[-30858; 32767]"
-1909, "[-30859; 32767]"
-1908, "[-30860; 32767]"
-1907, "[-30861; 32767]"
-1906, "[-30862; 32767]"
-1905, "[-30863; 32767]"
-1904, "[-30864; 32767]"
-1903, "[-30865; 32767]"
-1902, "[-30866; 32767]"
-1901, "[-30867; 32767]"
-1900, "[-30868; 32767]"
-1899, "[-30869; 32767]"
-1898, "[-30870; 32767]"
-1897, "[-30871; 32767]"
-1896, "[-30872; 32767]"
-1895, "[-30873; 32767]"
-1894, "[-30874; 32767]"
-1893, "[-30875; 32767]"
-1892, "[-30876; 32767]"
-1891, "[-30877; 32767]"
-1890, "[-30878; 32767]"
-1889, "[-30879; 32767]"
-1888, "[-30880; 32767]"
-1887, "[-30881; 32767]"
-1886, "[-30882; 32767]"
-1885, "[-30883; 32767]"
-1884, "[-30884; 32767]"
-1883, "[-30885; 32767]"
-1882, "[-30886; 32767]"
-1881, "[-30887; 32767]"
-1880, "[-30888; 32767]"
-1879, "[-30889; 32767]"
-1878, "[-30890; 32767]"
-1877, "[-30891; 32767]"
-1876, "[-30892; 32767]"
-1875, "[-30893; 32767]"
-1874, "[-30894; 32767]"
-1873, "[-30895; 32767]"
-1872, "[-30896; 32767]"
-1871, "[-30897; 32767]"
-1870, "[-30898; 32767]"
-1869, "[-30899; 32767]"
-1868, "[-30900; 32767]"
-1867, "[-30901; 32767]"
-1866, "[-30902; 32767]"
-1865, "[-30903; 32767]"
-1864, "[-30904; 32767]"
-1863, "[-30905; 32767]"
-1862, "[-30906; 32767]"
-1861, "[-30907; 32767]"
-1860, "[-30908; 32767]"
-1859, "[-30909; 32767]"
-1858, "[-30910; 32767]"
-1857, "[-30911; 32767]"
-1856, "[-30912; 32767]"
-1855, "[-30913; 32767]"
-1854, "[-30914; 32767]"
-1853, "[-30915; 32767]"
-1852, "[-30916; 32767]"
-1851, "[-30917; 32767]"
-1850, "[-30918; 32767]"
-1849, "[-30919; 32767]"
-1848, "[-30920; 32767]"
-1847, "[-30921; 32767]"
-1846, "[-30922; 32767]"
-1845, "[-30923; 32767]"
-1844, "[-30924; 32767]"
-1843, "[-30925; 32767]"
-1842, "[-30926; 32767]"
-1841, "[-30927; 32767]"
-1840, "[-30928; 32767]"
-1839, "[-30929; 32767]"
-1838, "[-30930; 32767]"
-1837, "[-30931; 32767]"
-1836, "[-30932; 32767]"
-1835, "[-30933; 32767]"
-1834, "[-30934; 32767]"
-1833, "[-30935; 32767]"
-1832, "[-30936; 32767]"
-1831, "[-30937; 32767]"
-1830, "[-30938; 32767]"
-1829, "[-30939; 32767]"
-1828, "[-30940; 32767]"
-1827, "[-30941; 32767]"
-1826, "[-30942; 32767]"
-1825, "[-30943; 32767]"
-1824, "[-30944; 32767]"
-1823, "[-30945; 32767]"
-1822, "[-30946; 32767]"
-1821, "[-30947; 32767]"
-1820, "[-30948; 32767]"
-1819, "[-30949; 32767]"
-1818, "[-30950; 32767]"
-1817, "[-30951; 32767]"
-1816, "[-30952; 32767]"
-1815, "[-30953; 32767]"
-1814, "[-30954; 32767]"
-1813, "[-30955; 32767]"
-1812, "[-30956; 32767]"
-1811, "[-30957; 32767]"
-1810, "[-30958; 32767]"
-1809, "[-30959; 32767]"
-1808, "[-30960; 32767]"
-1807, "[-30961; 32767]"
-1806, "[-30962; 32767]"
-1805, "[-30963; 32767]"
-1804, "[-30964; 32767]"
-1803, "[-30965; 32767]"
-1802, "[-30966; 32767]"
-1801, "[-30967; 32767]"
-1800, "[-30968; 32767]"
-1799, "[-30969; 32767]"
-1798, "[-30970; 32767]"
-1797, "[-30971; 32767]"
-1796, "[-30972; 32767]"
-1795, "[-30973; 32767]"
-1794, "[-30974; 32767]"
-1793, "[-30975; 32767]"
-1792, "[-30976; 32767]"
-1791, "[-30977; 32767]"
-1790, "[-30978; 32767]"
-1789, "[-30979; 32767]"
-1788, "[-30980; 32767]"
-1787, "[-30981; 32767]"
-1786, "[-30982; 32767]"
-1785, "[-30983; 32767]"
-1784, "[-30984; 32767]"
-1783, "[-30985; 32767]"
-1782, "[-30986; 32767]"
-1781, "[-30987; 32767]"
-1780, "[-30988; 32767]"
-1779, "[-30989; 32767]"
-1778, "[-30990; 32767]"
-1777, "[-30991; 32767]"
-1776, "[-30992; 32767]"
-1775, "[-30993; 32767]"
-1774, "[-30994; 32767]"
-1773, "[-30995; 32767]"
-1772, "[-30996; 32767]"
-1771, "[-30997; 32767]"
-1770, "[-30998; 32767]"
-1769, "[-30999; 32767]"
-1768, "[-31000; 32767]"
-1767, "[-31001; 32767]"
-1766, "[-31002; 32767]"
-1765, "[-31003; 32767]"
-1764, "[-31004; 32767]"
-1763, "[-31005; 32767]"
-1762, "[-31006; 32767]"
-1761, "[-31007; 32767]"
-1760, "[-31008; 32767]"
-1759, "[-31009; 32767]"
-1758, "[-31010; 32767]"
-1757, "[-31011; 32767]"
-1756, "[-31012; 32767]"
-1755, "[-31013; 32767]"
-1754, "[-31014; 32767]"
-1753, "[-31015; 32767]"
-1752, "[-31016; 32767]"
-1751, "[-31017; 32767]"
-1750, "[-31018; 32767]"
-1749, "[-31019; 32767]"
-1748, "[-31020; 32767]"
-1747, "[-31021; 32767]"
-1746, "[-31022; 32767]"
-1745, "[-31023; 32767]"
-1744, "[-31024; 32767]"
-1743, "[-31025; 32767]"
-1742, "[-31026; 32767]"
-1741, "[-31027; 32767]"
-1740, "[-31028; 32767]"
-1739, "[-31029; 32767]"
-1738, "[-31030; 32767]"
-1737, "[-31031; 32767]"
-1736, "[-31032; 32767]"
-1735, "[-31033; 32767]"
-1734, "[-31034; 32767]"
-1733, "[-31035; 32767]"
-1732, "[-31036; 32767]"
-1731, "[-31037; 32767]"
-1730, "[-31038; 32767]"
-1729, "[-31039; 32767]"
-1728, "[-31040; 32767]"
-1727, "[-31041; 32767]"
-1726, "[-31042; 32767]"
-1725, "[-31043; 32767]"
-1724, "[-31044; 32767]"
-1723, "[-31045; 32767]"
-1722, "[-31046; 32767]"
-1721, "[-31047; 32767]"
-1720, "[-31048; 32767]"
-1719, "[-31049; 32767]"
-1718, "[-31050; 32767]"
-1717, "[-31051; 32767]"
-1716, "[-31052; 32767]"
-1715, "[-31053; 32767]"
-1714, "[-31054; 32767]"
-1713, "[-31055; 32767]"
-1712, "[-31056; 32767]"
-1711, "[-31057; 32767]"
-1710, "[-31058; 32767]"
-1709, "[-31059; 32767]"
-1708, "[-31060; 32767]"
-1707, "[-31061; 32767]"
-1706, "[-31062; 32767]"
-1705, "[-31063; 32767]"
-1704, "[-31064; 32767]"
-1703, "[-31065; 32767]"
-1702, "[-31066; 32767]"
-1701, "[-31067; 32767]"
-1700, "[-31068; 32767]"
-1699, "[-31069; 32767]"
-1698, "[-31070; 32767]"
-1697, "[-31071; 32767]"
-1696, "[-31072; 32767]"
-1695, "[-31073; 32767]"
-1694, "[-31074; 32767]"
-1693, "[-31075; 32767]"
-1692, "[-31076; 32767]"
-1691, "[-31077; 32767]"
-1690, "[-31078; 32767]"
-1689, "[-31079; 32767]"
-1688, "[-31080; 32767]"
-1687, "[-31081; 32767]"
-1686, "[-31082; 32767]"
-1685, "[-31083; 32767]"
-1684, "[-31084; 32767]"
-1683, "[-31085; 32767]"
-1682, "[-31086; 32767]"
-1681, "[-31087; 32767]"
-1680, "[-31088; 32767]"
-1679, "[-31089; 32767]"
-1678, "[-31090; 32767]"
-1677, "[-31091; 32767]"
-1676, "[-31092; 32767]"
-1675, "[-31093; 32767]"
-1674, "[-31094; 32767]"
-1673, "[-31095; 32767]"
-1672, "[-31096; 32767]"
-1671, "[-31097; 32767]"
-1670, "[-31098; 32767]"
-1669, "[-31099; 32767]"
-1668, "[-31100; 32767]"
-1667, "[-31101; 32767]"
-1666, "[-31102; 32767]"
-1665, "[-31103; 32767]"
-1664, "[-31104; 32767]"
-1663, "[-31105; 32767]"
-1662, "[-31106; 32767]"
-1661, "[-31107; 32767]"
-1660, "[-31108; 32767]"
-1659, "[-31109; 32767]"
-1658, "[-31110; 32767]"
-1657, "[-31111; 32767]"
-1656, "[-31112; 32767]"
-1655, "[-31113; 32767]"
-1654, "[-31114; 32767]"
-1653, "[-31115; 32767]"
-1652, "[-31116; 32767]"
-1651, "[-31117; 32767]"
-1650, "[-31118; 32767]"
-1649, "[-31119; 32767]"
-1648, "[-31120; 32767]"
-1647, "[-31121; 32767]"
-1646, "[-31122; 32767]"
-1645, "[-31123; 32767]"
-1644, "[-31124; 32767]"
-1643, "[-31125; 32767]"
-1642, "[-31126; 32767]"
-1641, "[-31127; 32767]"
-1640, "[-31128; 32767]"
-1639, "[-31129; 32767]"
-1638, "[-31130; 32767]"
-1637, "[-31131; 32767]"
-1636, "[-31132; 32767]"
-1635, "[-31133; 32767]"
-1634, "[-31134; 32767]"
-1633, "[-31135; 32767]"
-1632, "[-31136; 32767]"
-1631, "[-31137; 32767]"
-1630, "[-31138; 32767]"
-1629, "[-31139; 32767]"
-1628, "[-31140; 32767]"
-1627, "[-31141; 32767]"
-1626, "[-31142; 32767]"
-1625, "[-31143; 32767]"
-1624, "[-31144; 32767]"
-1623, "[-31145; 32767]"
-1622, "[-31146; 32767]"
-1621, "[-31147; 32767]"
-1620, "[-31148; 32767]"
-1619, "[-31149; 32767]"
-1618, "[-31150; 32767]"
-1617, "[-31151; 32767]"
-1616, "[-31152; 32767]"
-1615, "[-31153; 32767]"
-1614, "[-31154; 32767]"
-1613, "[-31155; 32767]"
-1612, "[-31156; 32767]"
-1611, "[-31157; 32767]"
-1610, "[-31158; 32767]"
-1609, "[-31159; 32767]"
-1608, "[-31160; 32767]"
-1607, "[-31161; 32767]"
-1606, "[-31162; 32767]"
-1605, "[-31163; 32767]"
-1604, "[-31164; 32767]"
-1603, "[-31165; 32767]"
-1602, "[-31166; 32767]"
-1601, "[-31167; 32767]"
-1600, "[-31168; 32767]"
-1599, "[-31169; 32767]"
-1598, "[-31170; 32767]"
-1597, "[-31171; 32767]"
-1596, "[-31172; 32767]"
-1595, "[-31173; 32767]"
-1594, "[-31174; 32767]"
-1593, "[-31175; 32767]"
-1592, "[-31176; 32767]"
-1591, "[-31177; 32767]"
-1590, "[-31178; 32767]"
-1589, "[-31179; 32767]"
-1588, "[-31180; 32767]"
-1587, "[-31181; 32767]"
-1586, "[-31182; 32767]"
-1585, "[-31183; 32767]"
-1584, "[-31184; 32767]"
-1583, "[-31185; 32767]"
-1582, "[-31186; 32767]"
-1581, "[-31187; 32767]"
-1580, "[-31188; 32767]"
-1579, "[-31189; 32767]"
-1578, "[-31190; 32767]"
-1577, "[-31191; 32767]"
-1576, "[-31192; 32767]"
-1575, "[-31193; 32767]"
-1574, "[-31194; 32767]"
-1573, "[-31195; 32767]"
-1572, "[-31196; 32767]"
-1571, "[-31197; 32767]"
-1570, "[-31198; 32767]"
-1569, "[-31199; 32767]"
-1568, "[-31200; 32767]"
-1567, "[-31201; 32767]"
-1566, "[-31202; 32767]"
-1565, "[-31203; 32767]"
-1564, "[-31204; 32767]"
-1563, "[-31205; 32767]"
-1562, "[-31206; 32767]"
-1561, "[-31207; 32767]"
-1560, "[-31208; 32767]"
-1559, "[-31209; 32767]"
-1558, "[-31210; 32767]"
-1557, "[-31211; 32767]"
-1556, "[-31212; 32767]"
-1555, "[-31213; 32767]"
-1554, "[-31214; 32767]"
-1553, "[-31215; 32767]"
-1552, "[-31216; 32767]"
-1551, "[-31217; 32767]"
-1550, "[-31218; 32767]"
-1549, "[-31219; 32767]"
-1548, "[-31220; 32767]"
-1547, "[-31221; 32767]"
-1546, "[-31222; 32767]"
-1545, "[-31223; 32767]"
-1544, "[-31224; 32767]"
-1543, "[-31225; 32767]"
-1542, "[-31226; 32767]"
-1541, "[-31227; 32767]"
-1540, "[-31228; 32767]"
-1539, "[-31229; 32767]"
-1538, "[-31230; 32767]"
-1537, "[-31231; 32767]"
-1536, "[-31232; 32767]"
-1535, "[-31233; 32767]"
-1534, "[-31234; 32767]"
-1533, "[-31235; 32767]"
-1532, "[-31236; 32767]"
-1531, "[-31237; 32767]"
-1530, "[-31238; 32767]"
-1529, "[-31239; 32767]"
-1528, "[-31240; 32767]"
-1527, "[-31241; 32767]"
-1526, "[-31242; 32767]"
-1525, "[-31243; 32767]"
-1524, "[-31244; 32767]"
-1523, "[-31245; 32767]"
-1522, "[-31246; 32767]"
-1521, "[-31247; 32767]"
-1520, "[-31248; 32767]"
-1519, "[-31249; 32767]"
-1518, "[-31250; 32767]"
-1517, "[-31251; 32767]"
-1516, "[-31252; 32767]"
-1515, "[-31253; 32767]"
-1514, "[-31254; 32767]"
-1513, "[-31255; 32767]"
-1512, "[-31256; 32767]"
-1511, "[-31257; 32767]"
-1510, "[-31258; 32767]"
-1509, "[-31259; 32767]"
-1508, "[-31260; 32767]"
-1507, "[-31261; 32767]"
-1506, "[-31262; 32767]"
-1505, "[-31263; 32767]"
-1504, "[-31264; 32767]"
-1503, "[-31265; 32767]"
-1502, "[-31266; 32767]"
-1501, "[-31267; 32767]"
-1500, "[-31268; 32767]"
-1499, "[-31269; 32767]"
-1498, "[-31270; 32767]"
-1497, "[-31271; 32767]"
-1496, "[-31272; 32767]"
-1495, "[-31273; 32767]"
-1494, "[-31274; 32767]"
-1493, "[-31275; 32767]"
-1492, "[-31276; 32767]"
-1491, "[-31277; 32767]"
-1490, "[-31278; 32767]"
-1489, "[-31279; 32767]"
-1488, "[-31280; 32767]"
-1487, "[-31281; 32767]"
